0	-1.4452	0.6464
1	-1.4468	0.6478
2	-1.4192	0.6416
3	-1.4268	0.6468
4	-1.4032	0.6344
5	-1.4172	0.653
6	-1.4168	0.6446
7	-1.4044	0.6458
8	-1.416	0.6444
9	-1.45	0.6656
10	-1.4144	0.6554
11	-1.444	0.6724
12	-1.4256	0.6648
13	-1.4348	0.6616
14	-1.4272	0.6604
15	-1.4272	0.657
16	-1.4412	0.6616
17	-1.4532	0.663
18	-1.4688	0.675
19	-1.434	0.652
20	-1.44	0.6472
21	-1.4376	0.6384
22	-1.4204	0.6314
23	-1.4188	0.6268
24	-1.404	0.6198
25	-1.3924	0.6216
26	-1.3976	0.62
27	-1.4164	0.6334
28	-1.4308	0.6312
29	-1.4064	0.6166
30	-1.4028	0.6086
31	-1.3864	0.5938
32	-1.402	0.6068
33	-1.4312	0.61
34	-1.4192	0.6134
35	-1.394	0.6102
36	-1.3984	0.6102
37	-1.4216	0.6222
38	-1.4144	0.6212
39	-1.3996	0.6116
40	-1.3684	0.6008
41	-1.3924	0.6122
42	-1.4036	0.6344
43	-1.4296	0.6348
44	-1.4416	0.6474
45	-1.4156	0.6402
46	-1.4248	0.6424
47	-1.4312	0.6648
48	-1.4208	0.659
49	-1.4308	0.6668
50	-1.446	0.6686
51	-1.422	0.6648
52	-1.4156	0.6488
53	-1.4024	0.6348
54	-1.3984	0.6418
55	-1.396	0.647
56	-1.398	0.6442
57	-1.3816	0.6376
58	-1.3876	0.6374
59	-1.406	0.6492
60	-1.4436	0.6598
61	-1.4388	0.6646
62	-1.4288	0.672
63	-1.4336	0.6764
64	-1.43	0.6658
65	-1.446	0.6898
66	-1.4376	0.6886
67	-1.424	0.6864
68	-1.4136	0.6796
69	-1.4224	0.6824
70	-1.4504	0.704
71	-1.472	0.7082
72	-1.4456	0.6946
73	-1.4456	0.6938
74	-1.4108	0.6858
75	-1.4328	0.6946
76	-1.4488	0.701
77	-1.4444	0.6982
78	-1.4516	0.7064
79	-1.4404	0.7082
80	-1.4664	0.7094
81	-1.4436	0.7064
82	-1.4508	0.7086
83	-1.444	0.7056
84	-1.4484	0.708
85	-1.456	0.7134
86	-1.4548	0.7126
87	-1.4768	0.725
88	-1.4856	0.7232
89	-1.4492	0.7054
90	-1.4488	0.6916
91	-1.4648	0.7062
92	-1.4656	0.707
93	-1.4508	0.7078
94	-1.4664	0.7118
95	-1.4656	0.7018
96	-1.4368	0.6846
97	-1.4124	0.669
98	-1.4132	0.6626
99	-1.4076	0.651
100	-1.426	0.6536
101	-1.4256	0.6564
102	-1.4212	0.657
103	-1.402	0.6536
104	-1.4132	0.6552
105	-1.4092	0.6622
106	-1.4236	0.6728
107	-1.4412	0.68
108	-1.4584	0.6796
109	-1.45	0.6686
110	-1.4628	0.6722
111	-1.4484	0.6696
112	-1.438	0.662
113	-1.4576	0.6692
114	-1.4508	0.6726
115	-1.4408	0.6762
116	-1.4472	0.6786
117	-1.442	0.6734
118	-1.4392	0.6706
119	-1.4588	0.6716
120	-1.4348	0.6644
121	-1.4468	0.6618
122	-1.4404	0.6596
123	-1.4536	0.6512
124	-1.4296	0.6416
125	-1.4436	0.6484
126	-1.4484	0.6516
127	-1.4188	0.6404
128	-1.4176	0.633
129	-1.4312	0.642
130	-1.4452	0.6376
131	-1.4372	0.6448
132	-1.4316	0.6504
133	-1.4388	0.6552
134	-1.4216	0.6348
135	-1.4324	0.6412
136	-1.4264	0.6504
137	-1.4244	0.6458
138	-1.4348	0.6486
139	-1.4244	0.6426
140	-1.4212	0.6356
141	-1.4196	0.6312
142	-1.3948	0.6256
143	-1.4052	0.64
144	-1.4024	0.6382
145	-1.416	0.6362
146	-1.4264	0.6364
147	-1.4376	0.6478
148	-1.4112	0.6408
149	-1.4416	0.6474
150	-1.4464	0.6434
151	-1.4268	0.6448
152	-1.4372	0.658
153	-1.4372	0.6612
154	-1.4488	0.6636
155	-1.4388	0.6616
156	-1.454	0.6632
157	-1.46	0.6606
158	-1.4836	0.6668
159	-1.4636	0.6572
160	-1.464	0.6456
161	-1.4728	0.6532
162	-1.4468	0.6376
163	-1.4456	0.6224
164	-1.4432	0.6304
165	-1.426	0.6302
166	-1.4312	0.6208
167	-1.4432	0.6258
168	-1.4512	0.6216
169	-1.452	0.6204
170	-1.4616	0.616
171	-1.4756	0.6158
172	-1.4632	0.6122
173	-1.4444	0.6074
174	-1.4532	0.6074
175	-1.4436	0.5926
176	-1.4412	0.5918
177	-1.4416	0.605
178	-1.4628	0.6086
179	-1.4616	0.5932
180	-1.4304	0.5972
181	-1.4552	0.5994
182	-1.4208	0.5902
183	-1.4336	0.6054
184	-1.4304	0.6134
185	-1.4436	0.6108
186	-1.456	0.6156
187	-1.4312	0.5986
188	-1.4192	0.5902
189	-1.438	0.589
190	-1.4164	0.5862
191	-1.4324	0.5912
192	-1.4372	0.5918
193	-1.4336	0.5962
194	-1.4272	0.6004
195	-1.454	0.6076
196	-1.444	0.6054
197	-1.4504	0.6096
198	-1.4488	0.6062
199	-1.4732	0.607
200	-1.4364	0.6074
201	-1.4504	0.605
202	-1.4484	0.5876
203	-1.456	0.5924
204	-1.442	0.587
205	-1.4564	0.5946
206	-1.4564	0.5976
207	-1.4432	0.5836
208	-1.4396	0.5914
209	-1.4376	0.5902
210	-1.4368	0.5946
211	-1.4432	0.6008
212	-1.4488	0.5942
213	-1.4408	0.5874
214	-1.4472	0.603
215	-1.464	0.601
216	-1.4416	0.587
217	-1.456	0.5958
218	-1.4292	0.5954
219	-1.4244	0.5924
220	-1.4484	0.6018
221	-1.44	0.5834
222	-1.4308	0.594
223	-1.4264	0.6002
224	-1.4084	0.5946
225	-1.418	0.5872
226	-1.416	0.5924
227	-1.4016	0.5934
228	-1.4096	0.601
229	-1.4024	0.595
230	-1.3844	0.5882
231	-1.3548	0.572
232	-1.3552	0.5668
233	-1.3832	0.5642
234	-1.3864	0.58
235	-1.3796	0.5792
236	-1.382	0.5896
237	-1.3932	0.6028
238	-1.4036	0.6136
239	-1.4136	0.6122
240	-1.434	0.6164
241	-1.4152	0.6216
242	-1.4192	0.6218
243	-1.416	0.623
244	-1.444	0.6258
245	-1.4764	0.6362
246	-1.4516	0.6236
247	-1.4316	0.6146
248	-1.4412	0.615
249	-1.4316	0.6162
250	-1.4256	0.6148
251	-1.434	0.6246
252	-1.4488	0.6386
253	-1.4724	0.6402
254	-1.4676	0.6316
255	-1.4324	0.6112
256	-1.432	0.6112
257	-1.4436	0.6142
258	-1.4136	0.6054
259	-1.414	0.607
260	-1.4312	0.6116
261	-1.4304	0.6088
262	-1.4464	0.6094
263	-1.4476	0.6148
264	-1.4416	0.6096
265	-1.4524	0.6048
266	-1.4644	0.6124
267	-1.45	0.6102
268	-1.4396	0.6098
269	-1.4324	0.6048
270	-1.464	0.6168
271	-1.4568	0.6172
272	-1.4848	0.62
273	-1.4696	0.618
274	-1.4684	0.6228
275	-1.468	0.6134
276	-1.4664	0.616
277	-1.4672	0.629
278	-1.478	0.636
279	-1.4612	0.6296
280	-1.4576	0.6302
281	-1.4496	0.6316
282	-1.4736	0.64
283	-1.444	0.6392
284	-1.4248	0.6286
285	-1.438	0.639
286	-1.442	0.6496
287	-1.464	0.6506
288	-1.4312	0.6394
289	-1.4272	0.6294
290	-1.46	0.6448
291	-1.4332	0.6498
292	-1.4428	0.6488
293	-1.4592	0.6528
294	-1.4644	0.6562
295	-1.4592	0.6572
296	-1.442	0.6518
297	-1.462	0.6574
298	-1.4508	0.66
299	-1.4496	0.6672
300	-1.4664	0.6606
301	-1.4596	0.6498
302	-1.4572	0.649
303	-1.4808	0.6614
304	-1.4624	0.66
305	-1.4512	0.6466
306	-1.4472	0.6474
307	-1.468	0.6532
308	-1.456	0.6364
309	-1.4248	0.6274
310	-1.4484	0.6318
311	-1.4248	0.6226
312	-1.4232	0.6298
313	-1.444	0.636
314	-1.442	0.6334
315	-1.4132	0.6208
316	-1.4436	0.631
317	-1.4256	0.627
318	-1.4296	0.6222
319	-1.4536	0.6282
320	-1.4636	0.641
321	-1.4528	0.6396
322	-1.4416	0.6304
323	-1.4452	0.6256
324	-1.4436	0.6206
325	-1.4584	0.6248
326	-1.4392	0.615
327	-1.4312	0.6218
328	-1.454	0.6232
329	-1.4408	0.6188
330	-1.4616	0.6382
331	-1.4476	0.6432
332	-1.456	0.6496
333	-1.456	0.6484
334	-1.414	0.6278
335	-1.4384	0.6398
336	-1.426	0.6418
337	-1.45	0.6476
338	-1.4676	0.6558
339	-1.4692	0.6546
340	-1.4784	0.6522
341	-1.4636	0.6508
342	-1.4452	0.6496
343	-1.4312	0.6434
344	-1.4272	0.6492
345	-1.4556	0.6416
346	-1.4636	0.6462
347	-1.4376	0.635
348	-1.4424	0.6296
349	-1.4624	0.6336
350	-1.4452	0.6246
351	-1.4252	0.6162
352	-1.4552	0.6198
353	-1.4144	0.5948
354	-1.4328	0.596
355	-1.4508	0.602
356	-1.4276	0.5964
357	-1.4284	0.5918
358	-1.422	0.5774
359	-1.4096	0.5772
360	-1.4012	0.572
361	-1.4048	0.576
362	-1.3852	0.5778
363	-1.3728	0.5812
364	-1.4052	0.5836
365	-1.4104	0.5864
366	-1.4076	0.5856
367	-1.3892	0.5838
368	-1.4008	0.5902
369	-1.4024	0.5962
370	-1.4008	0.6
371	-1.4072	0.611
372	-1.3928	0.6098
373	-1.3832	0.605
374	-1.3968	0.607
375	-1.3988	0.6086
376	-1.4136	0.6014
377	-1.4204	0.6224
378	-1.396	0.612
379	-1.428	0.6172
380	-1.4616	0.6278
381	-1.4584	0.6316
382	-1.4492	0.6328
383	-1.4692	0.6464
384	-1.484	0.6416
385	-1.476	0.6398
386	-1.4448	0.6224
387	-1.4392	0.6194
388	-1.4196	0.6124
389	-1.402	0.6068
390	-1.4228	0.6076
391	-1.442	0.6044
392	-1.4596	0.6076
393	-1.4328	0.6
394	-1.4336	0.5994
395	-1.4232	0.61
396	-1.4152	0.6142
397	-1.4048	0.6042
398	-1.42	0.6018
399	-1.4232	0.6016
400	-1.4152	0.6012
401	-1.388	0.598
402	-1.4244	0.6024
403	-1.4136	0.608
404	-1.4112	0.6014
405	-1.4168	0.6064
406	-1.4208	0.597
407	-1.4068	0.5936
408	-1.3948	0.5846
409	-1.3996	0.5822
410	-1.4008	0.5898
411	-1.3884	0.6036
412	-1.374	0.5906
413	-1.3832	0.5936
414	-1.4076	0.6166
415	-1.3992	0.6148
416	-1.4256	0.6322
417	-1.428	0.6378
