-0.648881	-0.272649
-0.598375	0.255129
0.346683	-0.889024
0.724621	0.669404
0.591882	0.648392
0.982955	0.0362188
-0.64227	0.330594
0.795507	-0.170871
0.402342	0.247517
0.271028	0.714418
0.503386	-0.193238
0.477315	-0.308959
-0.539778	0.700935
-0.42406	-0.741097
0.507569	0.31325
-0.533434	-0.123102
-0.280689	-0.0771971
-0.619232	0.0677134
0.446947	-0.719074
-0.204226	0.468835
0.824889	0.000936805
0.712157	-0.641445
0.884008	0.320217
-0.855348	-0.233902
0.00399868	0.55043
0.248956	0.140682
-0.456686	-0.605666
-0.0489667	0.714379
0.193625	0.94684
-0.661062	0.322259
-0.435949	-0.752138
0.793232	0.441109
-0.431506	-0.360573
-0.912188	0.0257202
-0.400654	0.170784
-0.210146	0.913285
0.648535	-0.39886
-0.0833112	0.138716
-0.375567	0.926007
-0.945823	-0.0281657
0.540068	-0.0833105
-0.115804	-0.242053
-0.809925	-0.373965
0.891595	0.253136
0.34361	0.350074
0.73977	0.416517
-0.763432	-0.644535
0.300992	-0.104159
0.0506747	-0.222619
0.54132	0.152689
0.387597	-0.448621
-0.595979	-0.364306
-0.295953	0.476089
0.188845	0.453436
0.322686	0.392594
-0.646803	-0.327127
-0.629029	-0.601618
-0.268946	-0.595706
0.829442	-0.434057
-0.400104	0.629188
0.86269	-0.0236234
-0.864241	0.40395
0.410439	0.0828488
0.775719	-0.210387
0.0441471	-0.121681
-0.27267	0.409142
0.211917	0.273837
-0.365768	-0.622507
0.125829	-0.415836
0.0672813	0.86909
-0.202596	-0.127677
0.54936	-0.133196
0.34399	-0.350962
-0.899281	0.0561271
-0.636246	0.276246
0.201202	-0.728007
-0.0772535	0.977441
0.409491	0.27457
-0.124914	0.312239
0.308397	0.0227075
0.615042	0.631576
-0.378128	0.305076
0.336988	0.903228
0.355692	0.85633
0.673952	0.729049
-0.161713	-0.911105
0.104143	-0.54364
0.873912	0.250624
-0.451038	0.302746
-0.452745	0.757623
0.591321	-0.253344
0.554443	-0.362341
0.897417	0.395947
0.904524	-0.0664988
0.197777	-0.0577455
0.292688	0.165478
-0.54561	0.731685
0.357572	-0.228958
0.478535	-0.622229
0.287569	0.407394
0.821568	0.236699
-0.190016	-0.0147511
0.0870298	-0.341776
0.199139	-0.504242
0.0626088	0.893946
0.399891	-0.132075
-0.00126369	0.256808
0.681211	0.351052
0.118817	-0.59318
0.68676	-0.0443816
0.331812	-0.224958
0.162225	-0.311067
0.508024	0.0737176
0.220679	-0.605481
-0.892717	0.282164
-0.180264	0.963452
0.432556	-0.677167
0.393086	0.151255
-0.983562	0.0143883
-0.733102	0.122391
-0.312907	-0.702917
-0.443758	0.742609
0.0567719	0.513295
-0.273561	0.489158
-0.0932396	-0.210781
-0.418262	0.88768
-0.621551	-0.520265
0.142432	0.0515829
0.188241	-0.168848
-0.37802	0.660866
-0.0718623	0.664661
0.744052	0.481955
0.7351	0.0169797
-0.244256	0.466214
-0.987996	-0.0230672
-0.312479	-0.545068
-0.032783	-0.0422891
0.437801	-0.818905
-0.65753	0.122264
0.300924	-0.147317
0.726196	-0.395033
-0.322804	0.343381
0.0541092	-0.439907
